Random waveform, supplied seed
Total number of intervals = 180 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036)
Average QPS expected = 56542
Timestamp start: 1778011460580
Timestamp end: 1778013260908

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      285.8   135.3    93.8   144.6   160.3   273.9   320.1   343.4   360.7   380.6   407.6   464.1   631.4  1661.8  3831.9  44333.8    44409
read      310.8   764.1    86.8   167.2   190.0   285.2   321.6   343.0   360.0   380.4   409.8   466.4   711.8  1646.6 48628.2  16341.3    16431
read      608.8   855.7    86.8   158.7   184.8   344.7   439.5   510.9   576.5   685.6  1346.7  2653.2  4252.9  7805.1  9031.4  85802.0    85707
read      275.9   139.0    86.8   135.8   149.2   256.6   309.8   336.9   356.1   378.6   410.2   473.6   682.6  1546.2  2749.9  58271.8    58253
read      366.9   396.7    86.8   144.6   161.7   281.0   344.4   385.0   418.6   466.4   547.6   765.4  2222.0  4050.1  7967.4 103965.4   103867
read      277.1   100.0    93.8   159.4   179.1   271.9   303.2   319.9   333.2   346.9   368.2   401.4   501.4  1118.4  3137.0  21590.6    21604
read      356.7   363.7    86.8   142.1   158.2   272.1   335.2   374.8   410.1   464.2   564.5   833.3  1923.9  3855.6  7921.3  90470.8    90401
read      293.8   197.5    86.8   139.9   154.3   255.7   310.6   341.5   365.1   395.1   443.3   553.4   995.5  2235.4  5863.7  84413.0    84467
read      325.9   267.0    86.8   145.3   162.2   271.2   328.5   362.9   390.3   428.0   490.4   641.0  1451.3  2961.4  7389.7  99703.3    99700
read      273.5   109.4    86.8   146.8   163.8   267.7   304.1   323.3   337.7   354.6   376.9   418.4   534.7   955.4  3126.8  31960.8    32052
read      295.1   128.7    93.8   161.2   182.4   280.8   319.2   340.9   357.6   377.5   406.8   462.8   621.9  1425.8  4025.8  18215.1    18173
