Random waveform, supplied seed
Total number of intervals = 180 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036)
Average QPS expected = 56542
Timestamp start: 1778411400258
Timestamp end: 1778413200580

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      296.1   141.3    74.4   131.4   148.4   276.8   338.6   373.2   398.8   430.0   470.5   535.2   667.1   912.3  3349.7  84451.1    84467
read      489.3   317.9    80.4   152.5   179.1   442.1   576.5   629.0   667.9   720.9   856.7  1137.9  1356.6  1614.3  7410.1  99538.6    99700
read      286.5   110.9    80.4   140.8   157.4   283.3   327.2   350.7   367.1   386.6   411.2   452.7   557.5   890.2  3009.8  32076.6    32052
read      269.2    84.4    80.4   154.2   174.6   267.3   295.8   313.1   325.4   340.5   360.2   390.3   456.3   596.8  2708.6  18128.7    18173
read      284.3   128.6    74.4   129.0   144.2   268.5   329.3   362.5   385.8   413.1   449.3   503.0   609.8   770.9  2657.9  67755.7    67789
read      286.8   125.7    80.4   131.9   147.3   278.1   335.1   364.6   385.0   408.2   438.5   488.2   584.3   752.8  3380.9  51997.4    51929
read      298.9   142.5    80.4   132.6   149.7   279.7   341.4   376.5   402.1   433.9   475.4   539.0   671.0   911.5  3543.6  83919.3    83850
read      271.9    88.1    80.4   154.0   174.1   269.8   299.3   316.6   329.7   344.5   364.9   395.5   467.8   632.7  2577.9  18705.1    18614
read      285.8   104.5    80.4   144.8   162.3   285.3   325.0   346.6   362.4   379.6   402.0   437.6   520.3   685.6  2297.2  29358.4    29315
read      478.7   293.8    74.4   154.6   182.9   432.0   549.6   605.4   647.5   714.7   881.3  1077.2  1282.5  1549.5  7266.5 108161.0   108090
read      284.8   116.2    80.4   143.1   160.8   280.2   318.4   340.5   356.7   374.5   400.7   445.7   592.0   917.6  3417.6  27109.7    27024
read      285.4   117.3    80.4   133.2   148.5   278.7   333.8   362.5   382.3   404.2   433.9   479.3   569.7   713.3  2245.7  49955.1    49907
read      248.0    91.9    93.8   163.5   179.1   241.2   265.3   278.2   288.3   298.9   316.0   343.0   402.9  1143.2  3610.6   9141.7     9150
read      284.8   114.2    80.4   140.8   157.0   283.7   328.4   351.8   367.6   386.1   408.1   444.3   520.3   682.5  2945.2  34363.1    34328
read      287.7   117.9    74.4   135.3   151.1   278.7   336.6   366.1   386.4   409.1   438.2   485.2   576.7   724.4  1867.0  51813.8    51881
read      267.7    89.4    93.8   162.0   181.7   263.1   290.6   306.2   317.8   333.4   352.8   383.9   461.0   868.7  2754.0  14581.8    14569
read      296.8   137.9    74.4   132.0   148.8   278.1   339.6   374.2   400.0   431.3   471.5   535.0   662.5   930.7  2967.4  81372.7    81517
read      292.6   133.2    74.4   131.3   147.8   275.4   336.4   370.2   394.8   424.6   463.5   524.0   638.8   858.4  3066.4  78773.0    78694
read      470.2   299.9    80.4   150.0   176.2   416.4   546.6   605.1   646.6   705.2   831.3  1072.0  1306.4  1567.6  7368.0  93362.0    93409
read      285.6   108.5    80.4   138.0   153.7   284.7   332.3   356.7   372.9   392.9   418.0   457.5   540.0   679.6  1895.9  39071.5    39093
read      267.5    88.9    86.8   152.4   172.2   265.3   294.4   311.3   323.0   338.5   357.7   387.2   456.4   616.7  2819.1  18698.7    18729
