Random waveform, supplied seed
Total number of intervals = 120 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453)
Average QPS expected = 55318
Timestamp start: 1777996494522
Timestamp end: 1777998294839

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      285.5   104.3    86.8   148.9   165.1   284.4   324.8   345.3   360.8   377.5   399.7   432.7   525.1  1002.1  2406.1  34936.7    34912
read      461.7   546.5    80.4   155.4   176.7   307.4   380.9   435.5   490.0   581.4   822.1  1469.7  3100.1  5442.0  8093.1 103195.9   103268
read      277.6   108.0    80.4   140.5   155.4   276.5   319.3   341.2   356.9   374.0   397.2   431.4   519.0   769.5  2831.2  38734.3    38703
read      296.2   171.9    80.4   132.9   146.6   256.4   318.9   357.8   390.5   434.4   499.6   601.9   859.8  1605.9  3200.9  83336.7    83358
read      277.3   128.3    86.8   131.5   144.9   263.5   318.1   346.6   368.5   394.0   426.4   477.3   607.5  1073.2  3778.7  57497.4    57408
read      319.2   245.8    80.4   135.6   150.0   262.7   327.2   369.5   406.9   462.0   543.4   680.2  1153.1  2859.8  7112.0  86957.1    86837
read      280.7   103.8    86.8   144.7   160.9   280.8   319.4   339.5   353.9   370.5   392.8   425.9   507.3   909.5  3080.9  33649.9    33517
read      285.7   152.5    80.4   132.2   145.6   262.7   320.0   352.3   377.1   408.0   450.7   523.3   711.0  1421.4  4338.1  66244.9    66204
read      296.3   167.3    80.4   134.1   148.1   264.5   324.8   360.8   389.9   427.6   481.8   573.6   808.3  1651.9  3571.4  73662.1    73758
read      396.0   407.6    86.8   146.2   164.2   284.3   352.1   403.6   457.2   545.7   705.6  1071.3  2235.2  3651.6  7969.4  99599.8    99742
read      586.1   748.5    86.8   194.4   222.5   368.4   453.9   511.0   559.3   631.5  1184.9  1983.4  3642.2  7622.9  9889.3 109574.9   109462
read      394.7   415.4    80.4   144.6   162.3   285.8   355.5   407.6   459.4   539.0   678.2  1034.9  2271.9  3853.9  8062.5  94454.5    94453

Total QPS = 55313.3 (99563936 / 1800.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 24592291451 bytes :   13.0 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 100.00%,50.25%,100.00%
