Random waveform, supplied seed
Total number of intervals = 120 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453)
Average QPS expected = 55318
Timestamp start: 1778400867171
Timestamp end: 1778402667478

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      379.7   222.6    74.4   143.7   166.6   334.6   422.5   474.2   513.2   561.5   629.3   776.1  1121.6  1400.5  6013.4  90408.9    90401
read      298.1   135.9    68.9   131.9   149.5   279.9   341.8   376.0   401.2   432.7   471.2   533.6   663.1   879.0  2410.6  84476.4    84467
read      494.1   305.0    74.4   158.4   190.0   459.5   567.9   617.1   654.0   708.6   864.6  1102.6  1323.1  1663.9  7395.1  99816.4    99700
read      284.8   109.9    74.4   139.5   155.9   283.8   329.3   351.8   367.7   386.4   409.2   448.2   529.2   677.2  2101.5  32010.0    32052
read      267.3    92.0    80.4   151.1   170.9   264.5   295.3   313.1   325.5   340.0   358.7   387.5   452.2   623.2  3223.4  18147.0    18173
read      307.9  1717.6    74.4   129.5   145.4   272.2   333.7   365.9   389.1   416.6   452.6   505.7   617.3   839.7 103378.7  67850.0    67789
read      287.0   124.5    74.4   131.2   146.7   277.9   336.2   365.3   385.9   409.6   440.9   488.5   583.7   746.5  2892.5  51963.0    51929
read      306.3   144.4    74.4   133.7   151.8   287.0   349.6   385.1   411.2   444.1   486.3   549.9   693.9  1001.7  2976.6  83736.3    83850
read      265.0   101.1    80.4   148.8   167.9   262.4   292.5   309.4   320.7   336.5   355.8   386.8   460.5   623.1  3773.3  18608.9    18614
read      281.0    96.1    80.4   141.5   158.6   281.7   321.6   342.1   357.0   373.2   396.0   431.6   506.4   634.2  1985.3  29171.3    29315
read      538.8   286.5    74.4   192.2   241.2   507.9   592.6   640.3   683.7   752.0   919.8  1090.6  1283.6  1577.2  7369.3 108217.0   108090
read      281.3   116.9    80.4   140.0   157.0   277.0   317.1   338.8   354.4   372.3   398.0   442.1   569.1   907.4  3563.1  26963.5    27024
read      289.5   144.8    80.4   131.7   147.3   280.2   337.7   366.4   386.5   409.5   440.1   488.9   592.3  1077.8  4614.4  49886.1    49907
read      240.9    85.0    86.8   155.9   174.0   233.2   254.4   268.1   277.5   290.5   308.5   340.5   427.6  1066.8  3029.9   9173.4     9150
read      281.0   110.3    80.4   137.3   153.2   281.3   324.5   345.7   361.7   379.2   402.0   440.5   525.8   694.9  3103.4  34301.2    34328
read      283.2   126.9    74.4   129.5   144.6   275.1   332.4   360.9   380.7   403.0   433.8   480.5   576.5   745.1  3068.8  51796.0    51881
read      256.3    97.0    80.4   152.4   172.1   251.5   278.2   292.9   304.6   318.6   338.1   368.0   439.1   747.4  3396.0  14488.5    14569
read      289.7   128.6    74.4   129.8   146.4   271.9   333.7   367.9   392.8   422.8   460.6   515.2   626.2   807.2  2257.7  81395.8    81517
read      293.5   133.0    74.4   130.9   147.8   275.5   338.0   372.3   397.2   427.7   465.6   522.6   634.7   896.3  2669.6  78608.2    78694
read      352.0   182.7    74.4   143.4   165.5   320.1   394.2   438.5   470.7   510.0   565.2   666.7   970.7  1253.1  3714.6  93318.9    93409
read      286.1   121.4    74.4   135.9   151.8   284.5   334.6   359.2   375.5   395.7   421.4   460.1   537.5   680.1  3059.5  39070.3    39093
read      271.7    86.0    80.4   151.8   171.3   269.9   301.3   319.1   332.6   346.5   367.1   397.5   467.7   623.0  2286.9  18725.3    18729
read      289.3   156.8    74.4   128.1   143.9   269.5   333.7   367.6   392.2   421.3   458.1   511.6   635.0  1222.7  4656.5  70741.6    70818
read      276.3    94.8    80.4   148.2   167.0   275.5   310.1   329.2   342.3   358.5   377.5   408.8   476.9   608.4  2483.7  21909.4    21942
read      310.1   146.7    74.4   136.1   155.3   289.8   352.5   388.5   415.2   447.7   489.2   552.5   709.2  1020.4  3536.9  91713.1    91810
read      288.1   111.7    80.4   136.2   152.2   286.1   337.6   363.0   380.3   399.9   426.2   464.9   545.9   688.3  1997.3  39600.8    39588
read      289.0   111.6    74.4   137.1   153.0   286.0   339.0   364.8   382.5   402.0   428.8   467.6   545.6   691.5  2107.0  40944.5    40957
read      284.0   128.5    74.4   127.7   142.8   268.2   333.1   366.3   389.1   415.1   448.5   497.7   592.8   770.6  2708.0  62767.3    62645
read      268.0   131.6    80.4   154.7   174.9   263.1   291.9   308.8   320.7   336.5   355.8   386.6   460.8   974.5  6634.9  15540.7    15539
read      552.8   261.9    80.4   213.5   279.4   513.0   582.8   633.3   691.6   818.2   941.8  1048.1  1200.2  1428.0  7256.2 107586.2   107672
read      282.0   124.4    74.4   137.9   153.9   280.5   325.6   348.1   364.3   382.6   404.6   442.1   523.7   763.8  3173.2  32995.0    32954
read      293.0   143.4    74.4   129.8   145.5   277.9   341.1   373.0   395.7   422.9   458.7   513.2   638.0  1053.1  3503.1  58919.3    58866
read      267.9    90.8    80.4   141.2   158.8   268.6   300.9   318.4   332.0   346.4   366.7   397.1   469.5   618.0  2775.4  23884.0    23739
read      278.5   116.5    68.9   127.0   142.4   271.1   329.6   357.8   376.2   397.9   426.1   468.2   556.9   720.1  2310.2  54809.2    54701
read      278.3   125.8    68.9   125.7   141.3   266.9   328.4   358.2   378.2   400.9   430.9   476.3   573.0   735.5  2825.0  60739.0    60706
read      278.9   125.3    74.4   125.4   141.2   262.9   326.0   358.1   380.1   405.1   438.4   490.1   589.0   756.8  2358.7  72429.3    72350
read      279.1   122.8    74.4   125.8   141.4   268.3   330.3   360.3   380.5   402.9   432.7   477.6   568.8   724.5  1865.2  58799.8    58661
read      276.7   104.2    74.4   134.0   150.4   278.6   321.2   342.7   358.1   374.3   397.0   431.0   505.7   642.6  2055.4  34937.3    34912
read      387.3   207.7    74.4   153.3   180.1   351.3   432.9   479.6   513.3   555.3   620.2   766.5  1041.1  1275.9  3976.4 103156.7   103268
read      281.4   110.7    74.4   133.2   149.4   282.0   329.5   352.8   368.5   387.3   410.1   448.2   527.9   679.4  2803.6  38843.4    38703
read      283.6   126.9    74.4   127.9   144.2   266.4   327.4   360.6   384.2   411.8   448.3   501.9   608.4   780.5  2229.4  83319.7    83358
read      280.8   122.8    74.4   126.4   142.0   269.5   331.4   361.6   382.2   404.9   435.4   482.5   578.3   745.6  2374.8  57372.7    57408
read      287.1   127.8    74.4   129.9   147.0   270.7   330.4   363.2   386.8   415.0   451.7   504.8   614.3   802.8  2518.1  86846.1    86837
read      278.1   104.5    74.4   135.4   152.0   280.0   321.9   343.4   358.7   374.9   397.3   430.8   504.8   643.3  2335.9  33561.2    33517
read      277.9   124.1    74.4   125.0   140.6   263.1   326.9   358.9   380.6   404.5   436.3   484.4   578.7   735.7  2225.1  66186.9    66204
