Random waveform, supplied seed
Total number of intervals = 225 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412)
Average QPS expected = 58238
Timestamp start: 1778414676370
Timestamp end: 1778416476702

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      286.1   129.2    74.4   129.4   145.7   268.1   328.2   362.4   387.2   417.0   455.2   507.7   618.9   824.5  2744.6  81451.1    81517
read      285.8   130.3    74.4   129.0   145.1   267.9   328.7   362.6   387.2   416.8   454.5   506.4   615.1   832.5  2931.1  78618.5    78694
read      306.3   138.8    74.4   136.0   155.0   286.7   347.1   383.1   409.5   442.8   483.6   545.3   683.8  1006.9  2574.1  93445.1    93409
read      281.9   118.3    80.4   134.4   150.3   280.2   328.7   352.7   369.3   389.0   413.4   452.5   526.8   671.5  3204.6  39225.0    39093
read      262.9    93.4    80.4   149.1   168.8   261.3   289.9   306.4   318.4   333.6   351.5   379.8   438.9   576.0  2011.7  18749.5    18729
read      280.8   132.4    74.4   126.7   142.0   263.0   325.8   359.7   383.1   410.4   446.3   496.7   592.1   775.3  3395.4  70664.8    70818
read      271.0    84.7    74.4   146.6   165.8   269.7   301.9   320.6   334.7   349.8   369.5   399.4   465.9   589.5  2599.0  21894.0    21942
read      295.7   135.6    74.4   133.3   151.4   277.9   336.7   370.6   396.0   427.2   465.5   522.6   639.5   869.7  3221.1  91944.8    91810
read      280.7   107.1    74.4   134.8   150.8   280.3   327.7   351.7   368.1   387.1   409.8   447.9   520.3   637.8  2056.2  39554.2    39588
read      279.9   116.5    74.4   133.7   149.4   277.9   327.0   351.6   368.3   387.8   411.6   450.1   521.3   643.7  2695.2  40924.5    40957
read      279.5   122.5    74.4   127.6   142.5   265.5   327.0   359.3   381.3   405.8   439.5   486.0   576.5   729.8  1990.1  62707.6    62645
read      255.7    84.7    80.4   153.1   173.4   252.0   278.0   292.2   303.3   317.6   337.0   365.4   427.8   676.9  2358.3  15607.2    15539
read      564.8   269.7    80.4   231.2   303.3   516.4   589.1   649.1   725.0   837.0   940.3  1045.7  1212.3  1760.9  7400.9 107740.6   107672
read      281.1   115.3    80.4   138.5   154.7   278.8   321.6   344.4   360.6   378.2   401.1   439.9   526.5   906.1  3325.7  32903.4    32954
read      285.1   130.2    74.4   130.2   145.6   271.5   332.7   364.4   386.7   412.6   446.3   493.8   588.9   736.0  3166.8  58754.0    58866
read      270.8    91.2    80.4   145.2   163.6   269.5   302.5   321.6   336.1   351.8   371.6   402.4   469.2   576.7  2066.2  23645.6    23739
read      283.9   118.1    74.4   130.0   145.5   273.3   332.7   363.4   384.5   408.6   440.8   487.1   577.1   715.5  2416.2  54762.4    54701
read      284.7   123.7    74.4   129.5   144.8   271.2   332.4   364.4   386.9   413.2   447.8   496.6   591.6   743.0  2165.6  60786.2    60706
read      285.7   129.9    74.4   128.9   144.6   268.4   329.7   363.4   387.5   416.7   454.1   505.1   613.1   839.7  2530.8  72371.9    72350
read      282.4   124.1    74.4   129.4   144.6   269.5   330.4   361.8   383.3   408.1   442.0   488.5   580.3   717.5  1919.9  58720.8    58661
read      282.0   114.0    74.4   138.2   154.5   280.6   325.1   348.0   364.4   382.9   404.8   444.2   518.0   669.5  3491.0  34989.9    34912
read      457.2   243.7    74.4   164.2   198.3   425.7   508.5   552.5   589.7   651.2   805.2   969.5  1140.4  1345.3  5588.5 103472.8   103268
read      281.5   109.1    74.4   135.8   151.6   279.1   327.1   351.8   368.6   388.6   413.4   452.4   525.7   686.1  2471.9  38692.1    38703
read      297.5   129.6    74.4   133.3   150.8   279.8   340.9   375.2   401.0   433.0   471.6   531.2   642.0   813.2  1925.5  83511.2    83358
read      282.4   132.2    74.4   128.9   144.0   269.8   330.1   361.0   382.2   406.3   438.7   486.8   579.4   739.6  3668.7  57378.0    57408
read      303.2   135.3    74.4   135.2   153.4   284.9   346.2   381.4   407.1   439.7   479.4   539.4   661.1   850.3  2578.9  86941.8    86837
