type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,p95_ms,avg_ms,p99_ms,cpu_avg_percent,cpu_min_percent,cpu_max_percent,cpu_warning,run,config,source_file
read,767.6,784.3,86.8,182.6,220.9,451.2,785.7,969.8,1105.1,1623.1,1807.7,2016.1,2985.4,7932.7,10263.3,19899.2,20000.0,2.0161,0.7676000000000001,2.9854000000000003,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3212.7,1754.6,109.4,1093.7,1199.3,3339.6,3523.3,3679.7,3790.0,4052.6,4760.2,6902.2,8116.4,15650.0,25076.3,21975.4,25000.0,6.9022,3.2127,8.1164,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3127.6,1568.0,137.8,1132.7,1222.6,3314.0,3459.8,3586.3,3695.1,3916.8,4567.8,6461.4,8029.1,10223.8,14522.8,22745.8,30000.0,6.461399999999999,3.1275999999999997,8.0291,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3200.5,1619.0,127.6,1157.3,1242.4,3335.8,3492.7,3643.7,3738.0,4013.6,4663.8,6651.5,8080.3,13608.1,15595.5,22392.0,35000.0,6.6515,3.2005,8.0803,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3183.2,1603.1,137.8,1166.5,1253.7,3334.3,3476.0,3607.9,3702.0,3887.7,4552.8,6687.9,8087.2,11358.3,21731.7,22462.4,40000.0,6.6879,3.1832,8.0872,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3130.0,1550.2,187.4,1152.5,1237.5,3317.5,3457.6,3569.6,3668.8,3768.0,4506.8,6470.1,8028.4,10038.5,14238.3,22889.6,45000.0,6.4701,3.13,8.0284,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3032.6,1546.1,160.7,1112.6,1197.0,3270.6,3414.5,3482.3,3607.8,3754.0,4391.2,6039.4,8016.5,9992.5,13747.5,23511.7,50000.0,6.0394,3.0326,8.0165,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3129.3,1596.1,137.8,1122.6,1220.0,3305.4,3458.0,3584.4,3691.7,3904.4,4541.1,6505.9,8052.7,13410.1,15047.0,22834.0,55000.0,6.5059,3.1293,8.0527,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3051.9,1567.6,202.4,1097.3,1188.5,3272.2,3428.6,3522.2,3648.3,3791.4,4437.9,6104.8,8027.0,10152.8,14630.3,23453.4,60000.0,6.1048,3.0519000000000003,8.027,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3117.4,1576.1,173.5,1131.2,1219.0,3302.0,3448.1,3561.5,3677.9,3887.8,4574.5,6508.6,8037.4,10248.6,12905.9,22949.8,65000.0,6.5086,3.1174,8.0374,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3064.9,1556.3,173.5,1114.7,1202.4,3281.4,3426.8,3504.3,3634.1,3763.8,4446.5,6280.0,8020.8,9867.0,12781.6,23367.2,70000.0,6.28,3.0649,8.0208,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3113.6,1584.2,202.4,1135.9,1219.5,3298.8,3443.9,3551.2,3671.6,3889.0,4555.4,6389.7,8054.5,11032.7,14509.5,22943.5,75000.0,6.3896999999999995,3.1136,8.0545,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,3135.4,1568.4,160.7,1142.5,1232.1,3313.5,3462.7,3589.9,3693.1,3905.2,4589.4,6560.5,8027.4,9958.1,14269.2,22819.6,80000.0,6.5605,3.1354,8.0274,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,280.7,98.3,109.4,184.0,199.2,271.2,300.7,317.8,330.9,345.3,366.0,397.9,486.1,1290.4,3301.1,4933.4,5000.0,0.3979,0.2807,0.48610000000000003,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,321.5,108.0,101.3,187.8,211.2,311.7,348.5,369.3,384.9,402.4,429.0,474.5,657.9,1106.0,3108.1,10072.6,10000.0,0.4745,0.3215,0.6578999999999999,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,335.5,113.0,101.3,180.9,207.8,328.7,370.0,392.3,407.5,427.8,455.8,506.7,674.6,870.8,3066.9,14904.6,15000.0,0.5067,0.3355,0.6746,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,372.5,217.3,93.8,179.1,207.7,353.5,401.6,429.9,452.5,481.7,533.5,632.5,826.1,1993.2,9231.2,19969.2,20000.0,0.6325,0.3725,0.8261000000000001,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,451.5,434.5,93.8,181.3,212.4,375.1,436.6,478.8,520.2,586.7,671.7,834.9,2187.7,7265.8,9237.3,25100.8,25000.0,0.8349,0.4515,2.1877,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,555.3,581.9,86.8,185.6,219.3,400.4,494.8,587.3,661.1,756.5,964.7,1557.5,2791.5,7811.4,9143.5,29953.4,30000.0,1.5575,0.5552999999999999,2.7915,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2207.6,1212.0,118.1,1291.0,1427.1,1939.1,2149.1,2292.2,2411.5,2605.4,3010.7,3877.2,7939.3,11970.5,15596.2,32066.4,35000.0,3.8771999999999998,2.2076,7.9393,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2240.8,1144.2,127.6,1337.8,1471.1,1986.8,2196.6,2338.9,2464.8,2648.1,2978.2,3833.1,7909.5,9489.2,13226.0,31797.5,40000.0,3.8331,2.2408,7.9095,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2250.5,1137.1,173.5,1388.7,1512.6,2001.7,2196.1,2326.8,2435.7,2595.6,2924.3,3878.9,7912.3,9718.2,13087.6,31673.0,45000.0,3.8789000000000002,2.2505,7.9123,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2127.3,1111.0,187.4,1276.1,1393.4,1888.6,2087.8,2212.7,2327.9,2497.2,2793.0,3629.1,7887.5,9087.8,10245.8,33508.7,50000.0,3.6290999999999998,2.1273,7.8875,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2206.7,1146.5,218.6,1308.7,1440.1,1954.0,2163.1,2303.8,2416.7,2579.3,2927.1,3822.6,7913.6,9731.5,12777.4,32339.8,55000.0,3.8226,2.2066999999999997,7.913600000000001,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2052.6,1118.5,148.8,1226.0,1349.2,1817.6,1999.2,2116.5,2203.5,2361.7,2723.5,3564.9,7885.9,10196.1,13730.3,34589.2,60000.0,3.5649,2.0526,7.8858999999999995,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2053.5,1125.2,187.4,1243.5,1355.3,1819.1,1998.4,2114.8,2199.1,2342.4,2668.8,3550.2,7890.4,10015.8,14901.9,34756.5,65000.0,3.5502,2.0535,7.8904,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2222.7,1173.0,137.8,1333.5,1456.8,1935.7,2140.6,2290.0,2421.9,2654.0,3094.7,3925.1,7924.6,9941.4,12762.9,32156.6,70000.0,3.9251,2.2226999999999997,7.924600000000001,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2219.0,1170.7,160.7,1353.2,1475.3,1964.4,2158.7,2286.4,2379.0,2550.3,2901.6,3827.7,7929.4,10246.7,15051.1,32244.4,75000.0,3.8276999999999997,2.219,7.929399999999999,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,2229.5,1142.5,218.6,1343.7,1476.5,1964.9,2175.1,2323.3,2452.9,2647.3,3000.7,3830.3,7903.8,9614.1,13433.2,31978.6,80000.0,3.8303000000000003,2.2295,7.9038,66.66,1.0,100.0,True,run3,ibench-l2,part1-experiments/run3/ibench-l2.txt
read,349.2,254.8,118.1,219.6,235.1,312.9,349.1,371.1,388.5,408.8,439.4,513.5,1265.0,2533.7,8076.7,5036.2,5000.0,0.5135,0.3492,1.265,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,441.9,672.5,109.4,213.4,238.2,357.6,409.4,439.6,462.6,493.1,540.8,632.9,2332.9,10554.3,14504.0,10032.6,10000.0,0.6329,0.44189999999999996,2.3329,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,532.8,967.5,109.4,209.2,238.7,389.7,457.9,500.3,537.2,582.0,637.0,813.8,4791.9,13767.1,20139.5,14938.6,15000.0,0.8138,0.5327999999999999,4.7919,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,545.6,617.0,101.3,210.6,245.2,425.7,517.1,579.2,620.0,672.0,769.4,1104.4,3203.1,7920.9,9412.5,19916.6,20000.0,1.1044,0.5456,3.2031,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,582.5,552.1,101.3,214.8,254.9,468.6,590.7,651.8,706.2,784.3,903.8,1233.6,2525.5,7792.9,10217.1,24944.6,25000.0,1.2335999999999998,0.5825,2.5255,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2446.0,1207.3,118.1,1763.6,1893.2,2167.1,2299.8,2372.8,2472.6,2590.5,2916.0,4319.2,8002.9,10151.8,14695.1,28607.4,30000.0,4.3191999999999995,2.446,8.0029,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2250.3,1274.0,218.6,1638.4,1698.2,1940.2,2034.2,2124.9,2183.5,2310.4,2627.9,3839.8,8035.1,14043.3,17589.4,31875.2,35000.0,3.8398000000000003,2.2503,8.0351,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2610.3,1168.6,173.5,1983.1,2061.3,2313.0,2432.6,2520.0,2588.5,2729.9,3013.6,4468.5,7999.1,10109.1,15620.5,27408.0,40000.0,4.4685,2.6103,7.9991,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2500.1,1180.6,321.2,1895.0,1946.9,2190.1,2315.1,2377.6,2478.2,2597.4,2923.2,4269.7,8000.7,11067.2,15620.4,28646.8,45000.0,4.269699999999999,2.5000999999999998,8.0007,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2296.2,1178.0,255.0,1676.8,1758.7,1996.2,2113.0,2182.5,2265.3,2374.1,2731.5,3954.7,7961.2,10955.6,15797.6,31175.6,50000.0,3.9547,2.2962,7.9612,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2518.7,1177.9,202.4,1900.5,1957.5,2212.5,2330.0,2400.1,2488.7,2594.8,2902.0,4372.7,7996.6,10194.0,14838.0,28511.0,55000.0,4.3727,2.5187,7.9966,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2644.3,1195.2,148.8,1975.9,2055.2,2320.2,2459.4,2546.2,2648.1,2784.8,3153.5,4716.3,8006.6,10232.1,14746.4,27139.2,60000.0,4.7163,2.6443000000000003,8.0066,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2479.4,1145.1,297.4,1841.7,1922.0,2191.7,2322.8,2399.6,2490.3,2602.5,2885.0,4229.6,7974.7,10016.3,13441.0,28883.8,65000.0,4.2296000000000005,2.4794,7.9746999999999995,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2528.5,1186.8,218.6,1816.1,1904.3,2185.4,2356.8,2502.9,2634.7,2845.8,3254.8,4271.5,7979.2,10767.4,14913.3,28389.6,70000.0,4.2715,2.5285,7.9792,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2503.4,1170.4,202.4,1799.0,1897.7,2172.2,2329.6,2450.9,2555.4,2752.7,3218.5,4338.6,7968.5,9920.4,13639.6,28588.8,75000.0,4.3386000000000005,2.5034,7.9685,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,2365.0,1126.3,255.0,1761.1,1828.7,2085.0,2189.9,2290.8,2361.8,2494.3,2750.7,3967.6,7949.3,9982.5,13230.6,30344.4,80000.0,3.9676,2.365,7.9493,65.73,0.0,100.0,True,run3,ibench-llc,part1-experiments/run3/ibench-llc.txt
read,285.7,120.9,118.1,188.8,203.5,270.4,298.5,315.6,328.7,344.3,366.7,403.2,589.2,1842.6,3358.9,5020.0,5000.0,0.4032,0.2857,0.5892000000000001,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,318.9,184.5,93.8,186.6,206.8,301.1,338.2,359.6,374.5,393.6,418.1,460.2,724.1,2738.7,7225.5,10020.8,10000.0,0.4602,0.31889999999999996,0.7241000000000001,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,391.3,510.6,101.3,180.4,206.8,331.2,378.3,404.1,425.5,451.3,489.2,573.6,2032.4,7758.4,8861.4,14989.2,15000.0,0.5736,0.39130000000000004,2.0324,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,395.6,394.2,93.8,176.0,202.4,348.3,404.7,436.7,462.1,495.2,546.6,640.7,1456.3,7149.2,9496.9,19982.4,20000.0,0.6407,0.3956,1.4563,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,476.1,607.6,93.8,179.2,209.0,377.3,449.4,495.5,536.5,591.9,668.2,920.7,2435.7,7966.8,14513.5,24918.6,25000.0,0.9207000000000001,0.4761,2.4356999999999998,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,428.4,439.1,93.8,171.4,199.7,365.6,438.4,484.5,522.5,571.7,627.0,739.6,1515.8,7038.5,9914.8,30015.2,30000.0,0.7396,0.4284,1.5158,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,467.4,438.8,86.8,174.5,207.8,389.2,478.3,540.1,585.2,633.7,708.2,908.1,1720.4,6827.2,9174.0,34901.1,35000.0,0.9081,0.4674,1.7204000000000002,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,531.1,420.8,86.8,188.5,229.6,443.2,565.0,629.5,681.5,756.0,878.4,1098.3,1935.6,6256.8,8798.5,39930.1,40000.0,1.0983,0.5311,1.9356,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1574.4,879.6,127.6,1138.9,1200.5,1374.5,1458.8,1507.5,1575.4,1676.8,1967.9,2665.7,7624.2,8324.9,10852.6,43918.4,45000.0,2.6656999999999997,1.5744,7.6242,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1621.6,951.1,187.4,1150.1,1203.0,1380.1,1476.3,1556.4,1629.0,1764.9,2212.9,2738.8,7656.0,9473.9,12588.5,43054.6,50000.0,2.7388000000000003,1.6216,7.656,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1639.4,917.9,148.8,1190.1,1225.9,1419.9,1508.3,1586.4,1654.8,1765.7,2111.0,2745.7,7641.5,8990.6,13111.9,42583.4,55000.0,2.7457,1.6394000000000002,7.6415,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1596.1,940.3,160.7,1128.1,1185.5,1360.4,1457.8,1529.4,1602.4,1726.5,2194.3,2701.4,7656.6,8961.6,11005.5,43784.4,60000.0,2.7014,1.5960999999999999,7.6566,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1650.9,939.6,173.5,1198.1,1241.1,1428.2,1508.4,1582.3,1642.4,1744.4,2057.2,2771.4,7697.7,8798.3,12888.4,42401.2,65000.0,2.7714000000000003,1.6509,7.6977,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1666.8,962.7,160.7,1216.2,1271.1,1443.6,1521.4,1583.2,1629.9,1732.4,2017.4,2808.5,7734.0,9426.5,14290.9,42162.4,70000.0,2.8085,1.6668,7.734,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1551.0,863.2,173.5,1117.8,1170.0,1344.0,1426.2,1482.1,1548.3,1663.2,2174.2,2627.6,7557.2,8130.6,10086.1,44808.8,75000.0,2.6275999999999997,1.551,7.5572,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
read,1551.6,862.8,202.4,1119.6,1172.7,1348.2,1431.0,1484.7,1552.5,1666.9,2116.3,2627.0,7560.2,8888.9,11426.7,44827.8,80000.0,2.627,1.5515999999999999,7.5602,66.2,1.0,100.0,True,run3,ibench-membw,part1-experiments/run3/ibench-membw.txt
