type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,p95_ms,avg_ms,p99_ms,cpu_avg_percent,cpu_min_percent,cpu_max_percent,cpu_warning,run,config,source_file
read,414.9,221.8,101.3,186.3,221.2,376.4,433.8,470.6,503.8,557.3,646.1,790.2,1134.2,2111.0,6979.0,19978.4,20000.0,0.7902,0.4149,1.1342,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,660.4,801.9,93.8,191.2,230.3,424.7,533.0,644.3,740.1,901.8,1291.8,2049.2,3939.9,8031.8,11439.4,25173.2,25000.0,2.0492,0.6604,3.9399,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,2003.9,1354.4,101.3,315.7,424.6,1905.1,2225.1,2430.8,2604.2,2851.4,3205.7,4003.9,7871.1,9919.1,13611.8,29182.2,30000.0,4.0039,2.0039000000000002,7.8711,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,3104.0,1476.7,160.7,1609.9,1784.3,2756.0,3230.1,3558.7,3805.5,4108.0,4701.6,6360.9,8076.2,11096.4,16207.1,23037.8,35000.0,6.3609,3.104,8.0762,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,3867.7,1960.2,255.0,1855.2,2089.7,3366.4,4033.7,4488.7,4877.9,5404.2,6396.8,7809.0,10545.8,16940.8,22725.8,18666.4,40000.0,7.809,3.8676999999999997,10.5458,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,3250.3,1500.5,187.4,1733.6,1932.3,2902.3,3350.9,3652.9,3894.0,4238.0,4850.6,6793.7,8114.1,12118.0,18164.0,22102.4,45000.0,6.793699999999999,3.2503,8.1141,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,3103.5,1607.4,218.6,1590.9,1778.9,2677.7,3131.4,3443.8,3723.5,4126.1,4882.6,7108.1,8517.2,14559.6,16973.1,23200.4,50000.0,7.1081,3.1035,8.5172,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,2769.0,1369.0,202.4,1473.0,1637.8,2435.6,2857.3,3103.4,3306.7,3596.7,4047.0,5401.1,8007.2,10212.1,15848.3,25802.1,55000.0,5.4011000000000005,2.769,8.0072,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,3106.1,1549.7,202.4,1568.8,1763.4,2736.9,3193.2,3506.1,3766.5,4117.0,4771.5,6811.2,8124.2,13157.2,16155.1,23078.8,60000.0,6.8111999999999995,3.1061,8.1242,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,3042.2,1493.3,255.0,1529.3,1721.8,2672.8,3158.8,3481.6,3737.4,4084.2,4685.2,6315.1,8060.2,11296.7,16234.7,23589.2,65000.0,6.3151,3.0422,8.0602,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,2816.5,1353.9,321.2,1540.2,1724.0,2513.7,2883.8,3106.8,3281.7,3540.0,3985.5,5253.0,8031.8,12033.1,15100.2,25475.0,70000.0,5.253,2.8165,8.0318,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,2409.3,1205.9,160.7,1423.6,1558.7,2105.3,2380.9,2573.2,2736.6,2946.9,3300.6,4251.8,7937.0,9507.7,13245.5,29618.6,75000.0,4.2518,2.4093,7.937,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,2422.2,1201.1,160.7,1427.8,1560.0,2128.4,2392.5,2584.9,2746.1,2966.9,3354.5,4213.7,7938.4,9652.3,12811.2,29499.4,80000.0,4.2137,2.4221999999999997,7.9384,66.8,1.51,100.0,True,run2,ibench-l2,part1-experiments/run2/ibench-l2.txt
read,362.1,327.9,137.8,224.1,241.9,325.7,363.4,385.3,401.7,424.4,456.1,521.8,1136.9,3124.6,12681.5,4979.8,5000.0,0.5217999999999999,0.36210000000000003,1.1369,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,427.5,416.0,109.4,218.7,242.9,366.9,422.5,456.1,482.0,516.4,577.7,697.8,1707.4,7338.6,9707.1,10062.4,10000.0,0.6978,0.4275,1.7074,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,516.4,696.8,109.4,214.0,244.8,401.8,475.1,522.5,563.8,617.7,687.0,910.6,3252.9,9307.1,15811.0,14954.2,15000.0,0.9106000000000001,0.5164,3.2529,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,672.8,992.4,101.3,219.6,256.2,455.0,564.8,636.4,691.2,788.1,1027.8,1871.9,5375.4,12835.0,17751.5,19954.8,20000.0,1.8719000000000001,0.6728,5.3754,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,791.4,963.9,101.3,230.6,275.4,532.5,687.9,806.4,935.2,1164.6,1588.2,2052.7,5615.6,10217.6,15524.2,24856.4,25000.0,2.0526999999999997,0.7914,5.615600000000001,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2573.5,1240.1,137.8,1899.3,2001.2,2280.5,2383.4,2485.0,2548.4,2683.2,2965.0,4494.4,8034.9,12193.7,16967.5,27571.4,30000.0,4.4944,2.5735,8.0349,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2474.7,1131.2,160.7,1830.4,1916.7,2189.8,2325.5,2411.5,2504.9,2633.6,2899.6,4183.7,7967.7,9959.6,13570.4,28796.4,35000.0,4.1837,2.4747,7.9677,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2421.3,1129.9,255.0,1843.0,1912.9,2150.0,2258.3,2328.9,2373.0,2499.1,2733.2,4064.4,7955.6,10162.3,14953.5,29590.6,40000.0,4.0644,2.4213,7.9556000000000004,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2411.5,1168.5,218.6,1763.3,1822.6,2091.6,2225.3,2339.3,2444.1,2602.7,2978.2,4220.5,7965.9,10175.0,15183.9,29632.6,45000.0,4.2205,2.4115,7.9658999999999995,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2527.3,1198.9,173.5,1901.1,1957.1,2216.4,2336.7,2419.4,2507.6,2632.3,2912.5,4360.5,8013.1,10689.6,15814.0,28383.8,50000.0,4.3605,2.5273000000000003,8.0131,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2336.2,1100.1,255.0,1752.6,1807.2,2058.0,2172.8,2261.8,2339.4,2465.5,2734.3,3926.2,7929.6,9283.5,12006.0,30628.4,55000.0,3.9261999999999997,2.3362,7.929600000000001,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2263.4,1128.1,255.0,1667.9,1752.9,1982.0,2090.6,2165.4,2231.0,2349.0,2617.1,3870.3,7942.7,9769.5,14254.1,31626.8,60000.0,3.8703000000000003,2.2634000000000003,7.942699999999999,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2470.5,1226.1,255.0,1827.5,1908.9,2157.5,2278.3,2350.2,2426.0,2542.8,2827.1,4357.1,8014.9,11203.4,18851.4,29077.2,65000.0,4.3571,2.4705,8.014899999999999,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2410.1,1211.9,218.6,1724.1,1793.1,2080.6,2228.6,2346.6,2458.6,2627.2,3058.2,4269.0,7983.4,11522.8,15539.1,29773.2,70000.0,4.269,2.4101,7.9834,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2510.1,1147.3,297.4,1893.6,1950.9,2218.8,2346.6,2443.0,2524.5,2655.4,2917.3,4271.9,7973.3,10009.7,17915.8,28574.4,75000.0,4.2719,2.5101,7.9733,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,2554.9,1278.4,297.4,1800.2,1889.5,2161.8,2341.1,2495.5,2648.1,2919.8,3495.4,4764.4,8009.6,11635.8,16200.1,28093.6,80000.0,4.764399999999999,2.5549,8.0096,66.03,1.0,100.0,True,run2,ibench-llc,part1-experiments/run2/ibench-llc.txt
read,299.1,187.4,109.4,192.8,207.3,276.3,307.3,324.9,338.8,356.0,379.8,426.6,820.1,2194.7,7836.2,5024.8,5000.0,0.42660000000000003,0.29910000000000003,0.8201,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,326.3,159.2,101.3,189.0,210.6,307.5,346.2,368.8,386.3,406.5,433.9,485.1,820.6,1970.3,4391.8,10033.8,10000.0,0.48510000000000003,0.32630000000000003,0.8206,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,349.9,239.2,101.3,178.7,203.5,324.4,370.6,396.2,415.3,437.5,469.9,535.7,986.6,3516.4,7389.3,15053.0,15000.0,0.5357000000000001,0.3499,0.9866,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,436.4,395.5,101.3,183.2,213.7,375.9,439.4,478.5,509.5,557.8,629.8,795.8,1688.7,6614.9,8124.1,19998.6,20000.0,0.7958,0.43639999999999995,1.6887,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,708.5,883.3,86.8,201.1,244.3,463.4,616.4,737.1,865.6,1062.3,1343.3,1853.6,4651.0,9018.1,15350.4,24895.0,25000.0,1.8536,0.7085,4.651,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,517.6,584.9,93.8,180.6,215.2,399.7,490.7,555.1,608.5,672.7,804.4,1171.5,2604.7,7847.9,12906.2,30060.2,30000.0,1.1715,0.5176000000000001,2.6047,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,631.4,686.1,93.8,195.1,238.8,461.6,603.4,693.3,786.6,926.6,1152.1,1461.7,3036.9,8129.6,10819.3,34858.8,35000.0,1.4617,0.6314,3.0369,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,792.2,731.4,93.8,213.8,268.7,586.0,837.8,1055.5,1182.7,1299.4,1447.3,1820.7,3132.2,7984.3,10704.3,39896.2,40000.0,1.8207,0.7922,3.1321999999999997,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1764.3,1056.7,202.4,1212.5,1268.8,1474.9,1601.8,1711.9,1822.0,2012.9,2500.0,2995.8,7799.8,10106.2,14814.2,39843.4,45000.0,2.9958,1.7643,7.7998,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1669.9,949.4,187.4,1181.8,1221.0,1428.8,1549.3,1641.7,1727.6,1866.0,2242.6,2791.8,7687.9,8931.4,12629.4,41987.0,50000.0,2.7918000000000003,1.6699000000000002,7.6879,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1561.2,880.6,173.5,1131.1,1186.3,1344.8,1426.3,1485.6,1559.9,1684.5,2177.2,2642.3,7603.9,8165.3,10586.5,44614.4,55000.0,2.6423,1.5612000000000001,7.603899999999999,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1811.5,1040.1,160.7,1304.4,1355.1,1556.0,1650.7,1721.3,1792.0,1909.5,2306.6,3052.3,7818.5,9776.8,13177.8,38957.4,60000.0,3.0523000000000002,1.8115,7.8185,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1688.7,963.2,236.1,1214.2,1269.4,1450.5,1541.9,1606.2,1683.3,1803.1,2225.7,2853.8,7717.5,9049.6,12195.5,41551.6,65000.0,2.8538,1.6887,7.7175,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1599.8,928.8,218.6,1181.3,1217.1,1381.0,1459.5,1498.1,1563.0,1647.3,2007.3,2695.6,7640.7,9222.9,14747.3,43620.0,70000.0,2.6955999999999998,1.5997999999999999,7.6407,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1599.1,897.5,173.5,1153.6,1205.1,1379.5,1468.7,1533.1,1598.0,1714.7,2062.4,2697.9,7628.6,8171.4,10743.6,43660.6,75000.0,2.6979,1.5991,7.6286000000000005,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,1422.9,799.6,160.7,1045.9,1095.2,1234.6,1294.1,1350.8,1386.4,1491.3,2058.6,2423.0,7066.9,8120.4,10216.9,48466.8,80000.0,2.423,1.4229,7.0668999999999995,66.93,0.5,100.0,True,run2,ibench-membw,part1-experiments/run2/ibench-membw.txt
read,289.2,94.7,109.4,200.7,216.7,279.6,305.8,319.7,331.8,344.7,364.9,396.0,477.9,1370.5,3822.6,4953.2,5000.0,0.396,0.2892,0.4779,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,323.6,115.1,101.3,204.4,227.7,312.4,345.3,364.7,378.1,396.6,422.0,464.3,637.3,1220.0,3974.3,9936.0,10000.0,0.4643,0.3236,0.6373,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,345.5,138.1,93.8,187.0,220.2,332.4,371.9,394.7,411.3,431.9,462.8,531.2,792.7,1372.0,3273.9,15031.0,15000.0,0.5312,0.3455,0.7927000000000001,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,348.4,140.5,93.8,177.9,208.4,334.2,378.0,401.9,421.2,444.1,479.5,568.1,762.4,1814.1,2976.1,19803.0,20000.0,0.5681,0.3484,0.7624,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,351.7,137.0,86.8,168.7,196.7,339.6,389.6,417.2,436.6,464.5,506.6,597.1,744.0,937.5,2879.7,25020.2,25000.0,0.5971000000000001,0.3517,0.744,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,376.2,180.6,93.8,170.0,199.1,354.1,410.5,444.0,470.1,508.1,577.1,666.9,829.5,2086.1,3489.8,30059.2,30000.0,0.6668999999999999,0.3762,0.8295,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,384.8,181.8,93.8,169.2,198.6,358.0,418.3,458.1,494.0,550.7,619.3,694.4,854.1,1320.4,4331.4,34832.2,35000.0,0.6944,0.38480000000000003,0.8541,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,467.4,355.8,93.8,174.8,210.5,391.7,479.0,552.2,609.3,669.3,751.8,936.7,1678.2,3719.5,8888.3,40048.0,40000.0,0.9367000000000001,0.4674,1.6782000000000001,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1214.4,863.1,101.3,284.1,366.4,1199.6,1328.9,1409.3,1479.2,1583.2,1792.5,2364.9,4517.3,8100.8,10178.8,44989.2,45000.0,2.3649,1.2144000000000001,4.5173000000000005,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1626.7,939.8,187.4,1063.4,1129.0,1398.2,1550.4,1656.0,1744.8,1916.0,2258.8,2737.4,7644.7,9347.4,14616.7,42956.4,50000.0,2.7374,1.6267,7.644699999999999,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1616.4,911.9,137.8,1103.9,1156.6,1398.7,1527.6,1612.2,1698.3,1835.8,2228.8,2725.0,7649.0,8856.2,11209.1,43238.4,55000.0,2.725,1.6164,7.649,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1564.8,865.7,160.7,1089.5,1141.4,1365.7,1479.7,1561.0,1619.4,1726.2,2060.7,2651.7,7578.2,8353.0,10676.6,44506.4,60000.0,2.6517,1.5648,7.5782,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1544.5,855.5,173.5,1090.3,1138.3,1351.0,1456.6,1527.5,1590.4,1689.0,1994.8,2610.6,7570.4,8307.7,10934.8,45063.6,65000.0,2.6106,1.5445,7.570399999999999,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1638.1,919.3,137.8,1084.4,1148.2,1414.5,1561.5,1665.9,1755.1,1919.6,2271.9,2746.1,7655.1,8349.4,10859.3,42693.8,70000.0,2.7460999999999998,1.6381,7.6551,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1514.6,841.3,321.2,1049.6,1108.5,1315.6,1429.4,1507.2,1584.0,1705.8,2102.5,2549.1,7452.6,8419.3,11965.7,45793.0,75000.0,2.5490999999999997,1.5146,7.4526,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,1594.7,893.5,173.5,1095.6,1145.4,1378.7,1503.1,1593.1,1673.3,1798.9,2187.9,2700.8,7613.0,8495.0,10210.1,43828.2,80000.0,2.7008,1.5947,7.613,67.24,1.01,100.0,True,run3,no-ibench,part1-experiments/run3/no-ibench.txt
read,367.3,452.1,101.3,163.6,178.5,250.4,286.8,313.3,340.5,397.3,667.4,1081.2,1894.5,7227.7,9685.3,4990.0,5000.0,1.0812,0.3673,1.8945,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,438.7,528.3,93.8,162.0,182.1,279.3,329.3,372.8,446.6,672.8,849.2,1637.8,2326.5,7485.4,9214.6,9965.6,10000.0,1.6378,0.4387,2.3265,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,556.2,627.7,93.8,163.9,191.6,327.2,422.7,649.0,774.7,915.7,1280.9,1792.1,2436.3,7768.4,8985.9,14992.0,15000.0,1.7920999999999998,0.5562,2.4363,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,677.7,705.3,101.3,170.0,202.7,394.3,672.0,838.6,981.1,1187.5,1716.2,1886.3,2781.9,7787.1,9567.6,20049.0,20000.0,1.8862999999999999,0.6777000000000001,2.7819000000000003,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3402.0,1719.6,137.8,1142.2,1253.6,3398.5,3682.4,3885.7,4056.9,4507.2,5472.2,7196.8,8134.8,12581.3,16398.2,21017.0,25000.0,7.1968000000000005,3.402,8.1348,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3086.6,1596.2,137.8,1085.2,1185.3,3266.6,3449.1,3589.4,3709.1,3959.0,4532.7,6471.0,8044.9,10187.6,13843.2,23073.8,30000.0,6.471,3.0866,8.0449,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3078.9,1573.8,148.8,1104.5,1196.4,3274.1,3443.4,3567.1,3684.6,3893.9,4515.3,6297.2,8026.3,9967.6,13825.5,23196.0,35000.0,6.2972,3.0789,8.0263,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3091.3,1581.6,148.8,1126.8,1214.7,3276.1,3438.0,3549.2,3668.0,3847.7,4500.3,6248.9,8048.6,11178.2,16832.1,23136.6,40000.0,6.2489,3.0913000000000004,8.0486,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3055.2,1564.0,148.8,1114.5,1203.2,3253.4,3419.5,3510.3,3648.7,3848.6,4459.9,6299.2,8017.1,9898.6,13773.9,23426.4,45000.0,6.2992,3.0551999999999997,8.017100000000001,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,2971.8,1578.9,173.5,1063.5,1148.2,3186.8,3382.3,3472.2,3604.3,3784.5,4363.0,5748.0,8020.6,12169.9,15212.8,24037.6,50000.0,5.748,2.9718,8.0206,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,2960.1,1561.4,173.5,1058.9,1144.9,3186.6,3376.2,3463.3,3579.1,3757.7,4328.1,5809.8,8014.5,10105.2,13500.4,24159.8,55000.0,5.8098,2.9600999999999997,8.0145,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,2979.8,1575.8,173.5,1064.0,1158.3,3202.4,3386.7,3470.8,3597.5,3769.8,4367.4,5726.1,8023.8,12513.6,14955.6,23922.2,60000.0,5.726100000000001,2.9798,8.0238,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3033.4,1582.0,160.7,1093.4,1186.2,3240.5,3409.1,3488.4,3634.4,3835.3,4402.3,5956.9,8033.6,12204.3,17818.8,23540.0,65000.0,5.956899999999999,3.0334,8.0336,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,9170.1,5209.9,173.5,1444.3,2749.9,7930.9,10617.5,11951.4,13138.6,14751.4,15986.6,18632.3,25193.7,32504.8,40249.9,8555.2,70000.0,18.6323,9.1701,25.1937,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3253.9,1580.6,218.6,1197.0,1287.0,3357.8,3531.6,3666.9,3751.4,4011.6,4702.4,6785.2,8070.5,10204.5,15174.1,22009.2,75000.0,6.7852,3.2539000000000002,8.0705,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,3073.7,1553.6,202.4,1106.3,1198.8,3273.6,3442.7,3565.9,3684.6,3889.7,4449.2,6079.2,8009.2,9926.2,14141.2,23180.0,80000.0,6.0792,3.0736999999999997,8.0092,66.83,1.0,100.0,True,run3,ibench-cpu,part1-experiments/run3/ibench-cpu.txt
read,274.9,93.9,109.4,180.4,195.6,265.6,294.4,311.6,323.7,339.3,359.9,392.5,467.1,1285.8,3202.5,4991.2,5000.0,0.3925,0.2749,0.4671,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,324.8,149.3,101.3,185.8,211.6,313.4,350.5,371.1,387.0,404.0,430.5,472.3,656.5,1789.8,6983.1,9963.6,10000.0,0.4723,0.32480000000000003,0.6565,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,350.4,171.2,101.3,181.1,210.4,333.3,376.0,399.8,418.7,441.0,474.4,554.1,803.2,2102.7,7133.6,14982.8,15000.0,0.5541,0.3504,0.8032,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,358.5,154.8,93.8,175.8,203.5,345.1,392.8,419.7,439.2,466.3,507.3,602.4,775.8,1196.8,6218.1,20031.4,20000.0,0.6023999999999999,0.3585,0.7757999999999999,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,382.2,203.0,101.3,176.9,204.2,358.7,413.5,446.2,471.2,508.4,575.2,669.1,859.0,2988.6,6026.8,25074.8,25000.0,0.6691,0.3822,0.859,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,401.9,201.7,93.8,178.2,206.6,368.1,432.0,472.9,509.0,567.0,634.7,735.5,1026.2,2129.6,3159.4,29901.8,30000.0,0.7355,0.4019,1.0262,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,1909.0,1100.3,101.3,566.4,1197.7,1785.0,1945.9,2031.9,2119.7,2220.5,2407.4,3328.6,7835.6,9216.6,11663.4,34676.2,35000.0,3.3286,1.909,7.8356,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,2084.3,1084.9,118.1,1303.3,1411.3,1869.9,2032.5,2144.0,2225.2,2343.8,2559.7,3539.1,7881.8,9292.6,12025.5,34057.4,40000.0,3.5391,2.0843000000000003,7.8818,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,2055.4,1071.0,148.8,1307.1,1413.2,1839.1,1991.0,2088.0,2169.7,2293.5,2517.1,3472.3,7873.7,9267.6,12006.8,34604.0,45000.0,3.4723,2.0554,7.8736999999999995,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,2047.1,1065.1,275.4,1309.3,1414.3,1829.1,1980.3,2074.5,2158.1,2275.6,2500.4,3470.2,7869.8,9479.1,11610.9,34716.0,50000.0,3.4701999999999997,2.0471,7.869800000000001,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,2033.9,1066.6,202.4,1292.7,1395.7,1827.9,1977.5,2063.4,2141.0,2237.4,2424.0,3469.3,7866.4,9154.0,12979.5,35013.7,55000.0,3.4693,2.0339,7.8664,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,2011.4,1065.1,173.5,1291.8,1391.5,1807.0,1954.0,2032.7,2116.6,2207.9,2402.1,3408.1,7858.5,10024.7,15047.0,35257.4,60000.0,3.4081,2.0114,7.8585,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,1983.3,1058.9,187.4,1277.1,1378.8,1784.1,1917.1,1997.5,2059.0,2160.2,2344.9,3358.6,7860.4,9684.1,14334.9,35925.6,65000.0,3.3586,1.9833,7.860399999999999,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,2027.8,1065.8,187.4,1301.7,1401.7,1817.2,1966.3,2046.8,2129.1,2224.9,2441.4,3434.4,7873.5,9455.3,12073.2,35138.2,70000.0,3.4344,2.0278,7.8735,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,2079.7,1072.6,160.7,1333.7,1442.3,1871.0,2015.9,2112.2,2180.1,2292.5,2489.0,3539.9,7879.4,9625.3,12356.0,34234.2,75000.0,3.5399000000000003,2.0797,7.8793999999999995,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,1969.8,1052.3,118.1,1232.9,1335.6,1764.3,1911.0,1998.6,2068.2,2172.2,2377.9,3389.6,7850.0,9364.1,11560.0,36109.6,80000.0,3.3895999999999997,1.9698,7.85,66.03,0.5,100.0,True,run3,ibench-l1d,part1-experiments/run3/ibench-l1d.txt
read,539.7,830.3,109.4,179.2,196.0,281.8,337.1,396.6,544.5,790.2,1090.1,1831.7,3991.8,8023.8,10157.5,5006.4,5000.0,1.8317,0.5397000000000001,3.9918,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,571.6,734.6,101.3,176.4,199.5,311.4,387.3,581.2,763.4,908.0,1624.1,1833.9,2815.1,7940.0,9796.9,10005.4,10000.0,1.8339,0.5716,2.8150999999999997,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
read,673.1,775.5,101.3,176.5,205.9,359.6,609.8,824.2,951.1,1186.6,1735.4,1935.3,2979.0,7953.8,9429.9,15085.4,15000.0,1.9353,0.6731,2.979,66.06,0.5,100.0,True,run3,ibench-l1i,part1-experiments/run3/ibench-l1i.txt
