config,target,runs,mean_qps,std_qps,min_qps,max_qps,mean_p95_ms,std_p95_ms,min_p95_ms,max_p95_ms,mean_avg_ms,mean_p99_ms,cpu_avg_percent,cpu_max_percent,any_cpu_warning
ibench-membw,50000.0,3,43335.63333333333,1508.9077252547083,41987.0,44965.3,2.713266666666667,0.09393962600166872,2.6092,2.7918000000000003,1.6141666666666667,7.660733333333333,66.74333333333334,100.0,True
ibench-membw,55000.0,3,44632.0,2057.456458834548,42583.4,46698.2,2.6298,0.12262874866849081,2.5014000000000003,2.7457,1.5630333333333333,7.6001666666666665,66.74333333333334,100.0,True
ibench-membw,60000.0,3,43214.46666666667,4002.648674731936,38957.4,46901.6,2.7495666666666665,0.2817549348872765,2.495,3.0523000000000002,1.6306333333333332,7.6656,66.74333333333334,100.0,True
ibench-membw,65000.0,3,43490.13333333333,2656.0536239566654,41551.6,46517.6,2.7140333333333335,0.17562347033734796,2.5169,2.8538,1.6108666666666667,7.637833333333333,66.74333333333334,100.0,True
ibench-membw,70000.0,3,45143.13333333333,3967.966816057479,42162.4,49647.0,2.6201,0.2354124253305249,2.3562,2.8085,1.5538999999999998,7.470466666666667,66.74333333333334,100.0,True
ibench-membw,75000.0,3,44219.833333333336,574.6771818450205,43660.6,44808.8,2.6719666666666666,0.03860522417152048,2.6275999999999997,2.6979,1.5783666666666667,7.621933333333334,66.74333333333334,100.0,True
ibench-membw,80000.0,3,46511.0,1834.751569014183,44827.8,48466.8,2.5305666666666666,0.10245468917201053,2.423,2.627,1.4935,7.396333333333334,66.74333333333334,100.0,True
no-ibench,5000.0,3,4996.466666666666,39.254214211131114,4953.2,5029.8,0.5713333333333334,0.2974726429998788,0.396,0.9148,0.33326666666666666,1.0191666666666666,66.80333333333333,100.0,True
no-ibench,10000.0,3,9941.133333333333,4.6317743180485405,9936.0,9945.0,0.4670666666666667,0.022179795610720445,0.44639999999999996,0.4905,0.328,0.5912333333333333,66.80333333333333,100.0,True
no-ibench,15000.0,3,15003.800000000001,33.77158568974784,14966.0,15031.0,0.5154333333333333,0.02207857181371416,0.49019999999999997,0.5312,0.34226666666666666,0.6840666666666667,66.80333333333333,100.0,True
no-ibench,20000.0,3,19937.866666666665,128.97229676691498,19803.0,20060.0,0.5690333333333334,0.001530795000427306,0.5681,0.5708,0.3565333333333333,0.7221666666666667,66.80333333333333,100.0,True
no-ibench,25000.0,3,25015.666666666668,33.62994697190653,24980.0,25046.8,0.6030333333333333,0.0067002487516011205,0.5971000000000001,0.6103,0.3618666666666666,0.7616,66.80333333333333,100.0,True
no-ibench,30000.0,3,30035.13333333333,161.25263822131276,29863.2,30183.0,0.6528666666666667,0.027124957757263535,0.6216,0.6701,0.37600000000000006,0.802,66.80333333333333,100.0,True
no-ibench,35000.0,3,34892.86666666667,139.10346269354156,34794.4,35052.0,0.6992333333333334,0.02097196541417454,0.6811,0.7222000000000001,0.39030000000000004,0.9036666666666666,66.80333333333333,100.0,True
no-ibench,40000.0,3,40031.73333333333,106.53550268963431,39918.0,40129.2,0.8777,0.11229759569999706,0.7482000000000001,0.9482,0.45153333333333334,1.4641333333333335,66.80333333333333,100.0,True
no-ibench,45000.0,3,44986.53333333333,32.98095409980288,44952.3,45018.1,1.8576666666666668,0.4813669736628526,1.4072,2.3649,0.9183666666666667,3.1493,66.80333333333333,100.0,True
no-ibench,50000.0,3,44818.26666666666,1735.2371749514014,42956.4,46390.4,2.6228666666666665,0.10404024862202788,2.5342,2.7374,1.5507333333333333,7.558066666666666,66.80333333333333,100.0,True
no-ibench,55000.0,3,45106.06666666667,1738.7655659499724,43238.4,46678.0,2.6206333333333336,0.10011295287490675,2.5254000000000003,2.725,1.5466,7.542633333333334,66.80333333333333,100.0,True
no-ibench,60000.0,3,45651.53333333333,1170.792489441806,44506.4,46846.4,2.5782666666666665,0.06816922570583696,2.517,2.6517,1.5222,7.460966666666667,66.80333333333333,100.0,True
no-ibench,65000.0,3,45344.96666666667,692.9085245061833,44837.0,46134.3,2.599066666666667,0.032283948539999434,2.5625999999999998,2.624,1.5334666666666668,7.5393,66.80333333333333,100.0,True
no-ibench,70000.0,3,44755.13333333333,2117.902144418704,42693.8,46925.4,2.6382,0.11211427206203488,2.5223,2.7460999999999998,1.5591333333333335,7.549366666666667,66.80333333333333,100.0,True
no-ibench,75000.0,3,45551.73333333334,1203.5752129939094,44245.8,46616.4,2.5796666666666663,0.07760440279606143,2.522,2.6679,1.5282666666666664,7.535,66.80333333333333,100.0,True
no-ibench,80000.0,3,45438.73333333334,1484.3261276866813,43828.2,46751.8,2.5962666666666667,0.0967732056580401,2.5098000000000003,2.7008,1.5339333333333334,7.552066666666668,66.80333333333333,100.0,True
