Random waveform, supplied seed
Total number of intervals = 360 (6927, 52892, 98921, 61129, 40613, 53226, 38560, 103465, 104758, 94759, 37799, 8296, 69443, 12517, 43591, 20430, 93758, 10485, 16518, 83230, 5484, 55611, 20774, 96726, 32442, 73039, 74055, 51197, 59442, 35654, 78747, 42212, 52488, 36950, 16762, 79473, 61431, 87172, 108181, 80515, 37149, 13444, 72057, 70041, 90162, 52082, 24258, 72013, 58012, 45398, 50177, 34504, 66010, 73937, 55020, 53235, 97743, 5419, 14764, 7451, 48208, 16149, 78989, 18886, 75954, 44409, 16431, 85707, 58253, 103867, 21604, 90401, 84467, 99700, 32052, 18173, 67789, 51929, 83850, 18614, 29315, 108090, 27024, 49907, 9150, 34328, 51881, 14569, 81517, 78694, 93409, 39093, 18729, 70818, 21942, 91810, 39588, 40957, 62645, 15539, 107672, 32954, 58866, 23739, 54701, 60706, 72350, 58661, 34912, 103268, 38703, 83358, 57408, 86837, 33517, 66204, 73758, 99742, 109462, 94453, 44096, 100467, 8576, 59359, 7614, 60329, 43762, 67038, 26095, 71173, 109276, 13150, 61250, 84472, 82226, 27671, 98736, 106314, 105027, 96867, 89493, 50538, 22083, 48618, 94298, 63579, 64573, 77178, 29824, 64495, 20917, 85651, 61935, 50216, 72251, 71798, 19701, 24952, 81838, 26648, 24837, 29420, 103882, 70314, 61679, 49557, 19325, 9128, 94933, 24327, 71896, 93771, 20452, 42338, 72627, 80603, 49049, 92305, 56889, 78036, 71583, 72609, 107382, 86530, 16550, 84534, 72631, 49291, 62175, 80213, 16566, 53985, 101949, 24076, 52574, 106271, 105451, 86087, 29108, 101115, 74326, 75832, 94901, 15809, 28874, 51882, 32653, 41676, 63019, 99164, 47055, 62394, 98519, 32122, 49464, 24034, 77363, 91698, 38997, 86028, 83012, 15024, 56640, 97362, 107412, 65030, 79278, 47544, 105368, 58181, 56960, 14849, 63672, 48289, 11797, 10781, 49362, 102119, 46213, 97025, 18351, 21426, 43013, 67376, 36043, 6255, 102499, 26263, 56974, 40869, 46514, 11431, 58600, 68058, 54502, 64022, 52142, 101375, 40606, 47485, 48977, 38615, 80279, 75843, 67095, 41325, 55752, 85561, 14194, 88002, 90515, 109283, 26699, 37400, 19307, 11527, 83787, 22209, 75169, 73833, 94641, 61338, 91825, 77235, 37257, 32057, 108618, 72930, 43714, 87369, 56640, 97360, 79788, 11352, 87962, 40663, 59386, 48302, 19398, 82197, 77387, 72753, 7720, 46279, 42102, 90892, 39976, 61084, 16735, 45909, 28976, 84704, 101822, 92571, 12106, 58568, 51319, 21556, 14191, 29072, 16350, 86891, 104441, 8906, 42175, 51797, 76678, 19630, 100132, 40498, 108559, 23964, 70760, 99567, 107548, 53742, 103931, 60359, 9725, 52014, 40053, 86436, 23983, 66595, 26056, 51764, 40202, 76665, 11133, 80405, 79106, 97258, 36307, 28636, 41620, 75736, 44979, 31478, 37586, 108330)
Average QPS expected = 57436
Timestamp start: 1778409418764
Timestamp end: 1778411219146

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      295.7   125.4    74.4   135.5   153.7   278.2   336.6   370.3   395.1   425.1   463.4   521.1   637.3   814.7  1742.2  96749.4    96726
read      282.2   108.7    80.4   139.2   155.3   285.0   323.9   345.2   360.6   377.0   398.9   432.9   509.0   685.6  3127.9  32355.6    32442
read      278.3   138.9    74.4   125.9   140.9   259.3   321.1   355.8   379.4   405.7   439.7   491.6   592.9   969.9  4058.8  73060.8    73039
read      276.1   122.2    74.4   126.0   140.9   257.9   320.0   354.4   378.0   404.4   437.9   490.5   587.2   746.1  2157.2  74273.0    74055
read      282.4   122.8    80.4   130.1   145.0   276.2   333.1   361.9   381.1   402.4   430.2   470.4   550.9   710.4  3050.7  51223.6    51197
read      279.6   120.2    74.4   127.8   142.5   268.4   329.0   360.5   381.4   404.4   434.4   480.5   569.6   709.9  2310.2  59211.0    59442
read      284.3    98.7    80.4   137.6   153.6   286.6   331.3   354.9   370.6   388.9   410.2   443.6   509.5   623.8  1308.7  35549.2    35654
read      279.6   125.7    74.4   127.9   142.9   261.8   322.1   356.3   380.1   406.9   442.6   496.8   596.7   783.5  2579.8  78768.4    78747
read      285.3   112.8    80.4   133.3   149.4   285.4   335.4   361.0   377.9   397.4   422.3   460.6   539.4   662.0  2458.2  42187.2    42212
read      283.9   129.8    80.4   130.2   145.3   276.4   333.9   363.5   383.4   404.9   433.7   478.4   568.0   741.5  3950.8  52417.4    52488
read      286.0   119.7    80.4   137.4   153.1   286.8   331.4   355.3   371.3   390.4   413.6   451.2   533.6   730.3  3845.9  36964.4    36950
read      268.3   135.2    86.8   153.7   174.5   264.9   293.2   308.8   319.1   334.1   352.4   381.8   453.1  1036.5  6875.8  16769.6    16762
read      278.1   122.0    80.4   127.3   142.2   260.7   320.7   354.3   377.8   404.4   440.0   495.1   593.5   766.1  1903.2  79426.2    79473
read      282.6   137.0    74.4   129.0   144.0   270.4   330.9   362.1   383.2   406.3   437.0   487.9   586.2   747.0  3458.0  61521.6    61431
read      285.2   128.2    74.4   130.5   146.9   266.8   326.0   360.0   384.4   412.8   450.0   504.9   618.8   844.0  3209.0  87161.2    87172
read      380.7   183.2    74.4   157.5   185.4   348.9   425.5   469.9   505.2   550.3   620.8   727.2   913.5  1113.8  3992.9 108091.8   108181
read      277.6   134.5    74.4   127.4   142.4   259.2   318.7   352.7   376.5   403.1   437.1   491.3   592.4   825.7  3096.3  80434.2    80515
read      282.7   105.1    80.4   137.1   152.7   284.9   328.7   351.8   367.4   385.6   406.8   442.7   522.1   650.3  2461.9  37093.8    37149
read      257.6   112.7    86.8   156.0   176.5   254.2   279.2   293.3   303.8   315.8   333.5   362.3   424.0  1064.4  5659.6  13457.2    13444
read      279.2   134.5    80.4   127.9   142.8   262.1   323.5   356.8   379.5   404.6   437.6   490.5   589.2   841.1  3390.7  71922.8    72057
read      275.4   117.1    74.4   126.4   141.0   259.2   321.2   354.4   376.5   401.4   433.6   483.7   578.9   731.6  1272.8  69837.8    70041
read      279.8   122.6    74.4   129.3   145.3   262.0   319.3   352.3   376.5   404.1   440.5   496.3   602.5   773.3  2510.4  90162.4    90162
read      279.3   118.6    74.4   129.6   144.3   272.9   328.8   357.5   376.4   398.0   425.6   466.9   548.0   706.5  2990.3  52067.2    52082
read      276.4    91.2    80.4   144.9   162.9   278.0   310.8   328.7   342.1   358.5   377.9   411.5   488.1   617.5  2034.7  24283.8    24258
read      280.5   124.1    74.4   128.3   143.3   263.8   324.9   358.4   381.5   407.6   442.1   495.1   592.2   777.1  3005.9  72028.0    72013
read      281.2   125.2    74.4   129.1   144.1   270.4   330.5   361.3   381.9   404.3   434.1   479.9   571.8   725.6  2117.4  58022.8    58012
read      282.7   108.9    74.4   133.3   148.8   280.7   332.7   359.2   376.5   396.5   422.1   461.8   540.5   657.6  1149.1  45363.8    45398
read      281.3   113.1    74.4   130.7   145.9   276.7   332.2   360.1   378.4   399.5   426.6   467.2   547.4   681.8  1919.2  50234.8    50177
read      284.2   113.1    80.4   138.7   154.6   285.9   327.9   351.2   366.9   384.9   405.5   440.4   515.1   674.8  3278.1  34450.6    34504
read      277.9   119.7    80.4   127.3   141.9   263.2   325.1   358.0   380.1   404.7   436.3   484.9   578.5   735.9  1930.0  65911.0    66010
read      275.6   123.7    74.4   126.2   141.0   257.6   319.4   352.5   375.7   402.0   435.2   486.5   586.5   791.2  2729.4  74086.0    73937
read      280.4   131.4    80.4   128.8   143.8   271.3   330.6   360.6   380.6   402.6   431.7   475.1   558.9   688.8  1859.8  54990.0    55020
read      279.9   115.0    80.4   129.4   144.4   272.0   330.5   359.8   379.0   400.7   428.6   469.6   550.4   714.0  2246.7  53197.2    53235
read      302.6   134.7    80.4   138.7   157.2   284.6   342.9   377.6   402.9   434.2   473.4   533.2   649.6   841.4  3604.5  97855.4    97743
read      236.5   172.7    93.8   159.6   173.9   226.2   246.4   257.8   266.9   276.6   291.8   317.5   399.4  1343.8  8345.8   5365.2     5419
read      263.7   104.8    93.8   155.1   175.7   260.7   287.9   302.5   313.9   327.9   346.4   374.4   443.0   911.7  4864.8  14781.6    14764
read      240.8    79.6    93.8   161.4   176.7   234.7   256.5   268.9   277.2   288.7   303.0   331.7   397.7  1091.0  3016.5   7406.0     7451
read      282.5   123.3    80.4   130.5   145.7   278.4   332.5   360.5   379.1   400.1   427.5   467.7   547.7   689.2  3158.3  48171.4    48208
