#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      251.0   119.1    93.8   156.9   169.6   235.9   269.5   288.6   302.5   318.6   341.2   381.6   486.6  1156.0  4024.6  30090.4    30115  1778340643056  1778340653168
read      253.3   105.8    93.8   158.2   171.0   238.1   271.9   291.7   306.3   322.8   345.7   391.7   501.8   781.4  3851.5  30108.2    30120  1778340654679  1778340664791
read      253.2    97.4    93.8   158.1   171.0   238.9   272.5   292.0   306.5   322.7   345.4   389.6   496.2   799.1  3324.8  30134.3    30125  1778340666302  1778340676416
read      259.7   121.0    93.8   160.6   174.1   245.3   279.0   298.0   312.4   329.4   352.3   396.5   503.4  1324.1  4523.7  30125.7    30130  1778340677927  1778340688037
read      266.5   105.9   101.3   162.8   177.2   253.2   288.3   308.0   321.2   339.2   364.4   410.1   521.9   864.0  3414.3  30069.5    30135  1778340689548  1778340699660
read      261.3    96.7    93.8   162.4   176.3   249.2   282.8   301.6   315.2   331.9   354.1   396.8   498.1   764.5  3435.6  30066.2    30140  1778340701171  1778340711280
read      265.3   123.4    93.8   163.5   177.9   252.1   286.0   305.1   318.5   335.8   359.4   401.2   503.3  1246.0  4258.6  30111.5    30145  1778340712790  1778340722907
read      266.7   101.7    93.8   164.1   178.4   253.3   287.9   307.6   321.1   339.4   365.5   411.9   518.6   850.0  3818.2  30200.5    30150  1778340724417  1778340734527
read      263.6   110.7    93.8   162.0   176.1   250.6   285.0   304.5   318.2   335.6   359.0   400.6   502.9   939.1  4134.4  30144.3    30155  1778340736037  1778340746149
read      266.8   108.0   101.3   162.0   176.5   253.1   288.8   308.9   322.6   340.7   366.8   413.3   522.0   925.3  3730.6  30129.1    30160  1778340747661  1778340757775
read      268.3   113.5    93.8   162.9   177.5   254.2   289.1   308.9   322.8   340.9   367.3   415.7   533.1  1088.9  4184.7  30139.2    30165  1778340759285  1778340769398
read      263.0   106.9    93.8   161.7   175.7   249.5   283.6   303.0   316.8   334.8   359.7   403.4   510.1   891.8  4220.4  30235.0    30170  1778340770910  1778340781024
read      262.8   105.1    93.8   161.5   175.6   248.8   282.9   302.5   316.7   334.5   359.1   404.5   523.9   954.7  3829.9  30213.0    30175  1778340782535  1778340792648
read      259.8   101.8    93.8   161.3   174.9   247.2   281.1   300.4   314.4   331.1   352.9   394.5   493.4   903.0  3219.9  30179.8    30180  1778340794159  1778340804269
read      270.3   106.6    93.8   165.4   180.9   258.0   292.5   312.0   325.7   342.6   368.4   412.9   509.3   876.5  3766.8  30137.8    30185  1778340805780  1778340815895
read      257.1   105.8    93.8   160.7   174.1   243.7   276.6   295.5   309.6   325.5   346.6   390.5   499.5   901.9  3762.9  30152.1    30190  1778340817407  1778340827517
read      256.9    95.5    93.8   159.2   172.7   243.9   277.8   296.7   311.0   327.4   349.0   392.6   497.0   758.4  3211.0  30206.7    30195  1778340829028  1778340839138
read      258.5    92.9    93.8   161.5   175.0   246.7   279.7   298.6   312.7   328.9   349.3   390.6   491.2   784.4  3078.3  30071.6    30200  1778340840649  1778340850763
read      266.0   117.5   101.3   164.2   178.4   251.8   285.7   304.9   318.4   336.1   361.0   406.2   527.3  1039.4  4256.2  30198.2    30205  1778340852274  1778340862384
read      257.8   102.9    93.8   160.6   174.2   245.8   278.7   297.0   311.1   327.0   347.7   389.0   487.8   768.4  4008.1  30160.0    30210  1778340863896  1778340874009
